id,funded_amount,loan_amount,activity,sector,use,partner_id,repayment_interval
1095262,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1095280,750,750,Farming,Agriculture,to buy more seeds for her plantation.,106,bullet
1095236,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1095257,100,100,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095316,1125,1125,Farming,Agriculture,to buy some cashew trees for planting.,106,monthly
1095224,175,175,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095905,175,175,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095885,275,275,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1095934,650,650,Home Energy,Personal Use,to pay for a solar home system.,407,monthly
1095866,175,175,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095877,200,200,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095858,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1095884,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1096132,125,125,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for her family.		,311,monthly
1095895,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1095991,1000,1000,Personal Housing Expenses,Housing,to renovate her house.,9,monthly
1095899,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1096005,1000,1000,Cattle,Agriculture,to buy cows to fatten and breed for calves to sell,9,monthly
1095863,200,200,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095904,125,125,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095912,275,275,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095859,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1096055,1800,1800,Farming,Agriculture,to buy fertilizer and fuel for her pumping machine for her farm.,9,irregular
1095888,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1095902,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1095908,200,200,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095855,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,311,monthly
1096139,250,250,Pigs,Agriculture,to buy more pig and chicken feed,9,monthly
1095879,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1095870,200,200,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095857,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1095924,650,650,Home Energy,Personal Use,to pay for a solar home system.,407,monthly
1096049,1500,1500,Cattle,Agriculture,to buy a cow to feed and resell and to have a portion to use in construction equipment.,106,monthly
1095881,100,100,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095882,100,100,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095860,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,311,monthly
1096120,500,500,Farming,Agriculture,to buy corn seeds and insecticides for farming,9,monthly
1096021,1200,1200,Farming,Agriculture,to pay for plowing expenses,9,monthly
1095897,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1095874,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1095869,125,125,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1096146,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family	.,311,monthly
1095909,400,400,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095889,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1095861,125,125,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095901,275,275,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1096038,625,625,Farm Supplies,Agriculture,to buy fertilizer and a new wheel for her tractor.,106,monthly
1095914,275,275,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1096050,1250,1250,Grocery Store,Food,to buy more groceries to sell,9,irregular
1095871,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1096083,750,750,Fishing,Food,to buy fishing nets,9,monthly
1095876,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1095900,250,250,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1095907,100,100,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095932,650,650,Home Energy,Personal Use,to pay for a solar home-energy system.,407,monthly
1095867,250,250,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095911,200,200,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095913,250,250,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095898,250,250,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1095865,175,175,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095878,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1096027,600,600,Farming,Agriculture,to purchase some fertilizers and buy a cow,106,monthly
1096001,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1095928,650,650,Home Energy,Personal Use,to pay for a solar home system.,407,monthly
1095862,125,125,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,311,monthly
1095910,275,275,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1096563,625,625,Personal Housing Expenses,Housing,to build a latrine to provide her family with good health and for her to reduce the cost of health care service.,204,monthly
1096404,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1096402,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,311,monthly
1096569,500,500,Personal Housing Expenses,Housing,to build a decent latrine for her family members to use.,204,monthly
1096508,1275,1275,Farming,Agriculture,to buy seed corn and to cover plowing expenses.,9,monthly
1096572,450,450,Personal Housing Expenses,Housing,to build a latrine for her family.,204,monthly
1096399,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1096401,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1096400,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1096555,1450,1450,Higher education costs,Education,"pay for tuition fees for his daughter, to pursue her Bachelor’s degree, majoring in Midwifery.",204,monthly
1096544,500,500,Personal Housing Expenses,Housing,to buy wood and zinc to renovate her old house.,204,monthly
